Title,Abstract,Relevance,Probability
The Identification and Characterisation of PPlases From Burkholderia Pseudomallei and Burkholderia Thailandensis,"The aim of this study was to identify and characterise peptidyl-prolyl cis-trans isomerases (PPIases) from the bacterium Burkholderia pseudomallei , the causative agent of the disease melioidosis. The longer term goal was to assess their potential as vaccine candidates or antimicrobial targets. Using bioinformatic approaches, six putative FK506-binding proteins (FKBPs) proteins and three putative parvulin proteins were identified in B. pseudomallei . Of these, six were expressed and purified as recombinant proteins. The purified proteins were used to immunise BALB/c mice, with some providing protection against a subsequent B. pseudomallei infection. These proteins could therefore be proposed as potential vaccine candidates. Homologues of Mip or SurA, which are associated with virulence in other bacterial species, were identified in B. pseudomallei and closely related B. thailandensis . Recombinant Mip or SurA homologues from B. pseudomallei were shown to have characteristic PPIase enzyme activity. To evaluate the role of the Mip homologue from B. pseudomallei in virulence, an unmarked deletion mutant was constructed. The mutant had reduced intracellular survival; defects in putative virulence mechanisms and attenuated virulence in mice. To assess the role of a SurA homologue, closely related B. thailandensis was used as a model organism, with deletion of the gene resulting in defects in intracellular infection, outer membrane integrity and virulence. This indicates that PPIases from B. pseudomallei and B. thailandensis represent novel virulence determinants and potential antimicrobial targets for therapeutics against melioidosis.",0,0.0
"POLISH BIBLIOGRAPHY OF OCCUPATIONAL MEDICINE, 2009",,0,0.0
Review: Resin Composite Filling,"The leading cause of oral pain and tooth loss is from caries and their treatment include restoration using amalgam, resin, porcelain and gold, endodontic therapy and extraction. Resin composite restorations have grown popular over the last half a century because it can take shades more similar to enamel. Here, we discuss the history and use of resin, comparison between amalgam and resin, clinical procedures involved and finishing and polishing techniques for resin restoration. Although resin composite has aesthetic advantages over amalgam, one of the major disadvantage include polymerization shrinkage and future research is needed on reaction kinetics and viscoelastic behaviour to minimize shrinkage stress.",0,0.0
In sickness and in health: A study of ethnomedical ideology and practice in colonial New England in the seventeenth and eighteenth centuries,"This dissertation explores the intracultural and intercultural dynamics in ethnomedical systems in colonial New England in the seventeenth and eighteenth centuries. By the mid seventeenth century, European settlement was well underway in New England, with little resistance from the indigenous Algonquian, whose numbers had been greatly reduced by epidemics. While the official stance was that indigenous peoples were “living impediments to agricultural ‘civilization’” (Axtell 2001:145), colonists did not entirely resist indigenous ethnobotanical treatments, ceremonial healing and animistic practices. Despite official dismissal of the efficacy of indigenous medicine well into the twentieth century, the Algonquian contributions to American medicine are well documented in primary accounts and European and U.S. materia medica . The ethnohistorical record reveals intracultural inconsistencies in health-seeking behaviors among colonists, indicating underlying ideologies in opposition to the orthodox Christian worldview. Lines were blurred between European and Native American supernaturalism, manifested in medical material culture and the persistence of non-orthodox healing methods, despite official sanctions. Rooted in Old World animistic supernaturalism, the socially constructed realities of the traders, explorers, and illiterate and poor settlers were compatible with indigenous worldviews and medical practices, enabling intercultural ethnomedical diffusion, mediation, and production in a middle ground.",0,0.0
"Sex, Society, and Syphilis: A Social, Ecological, and Evolutionary History of Syphilis in Late Medieval and Early Modern England (c. 1494-1865)","This study presents a social, ecological, and evolutionary history of acquired syphilis in early modern England (c. 1495-1864). Specifically it examines the influence of different proximate ecological factors, such as biological sex and overall health, on the pathophysiology of syphilis, explores the influence of social identity on access to treatment, and assesses whether the disease evolved in response to changes in human behavior and ecology. I synthesized my own and previously published data on sex, health indicators, and evidence of syphilis in several 15 th to 19 th century skeletal samples with published and unpublished archaeological and historical data, my own trace element data on evidence of treatment with mercury, and re-analysis of 19 th and 20 th century studies of untreated infection to address four research questions. First, did syphilis evolve in virulence (attenuate) soon after its emergence? Controversial historical evidence suggests that syphilis became milder soon after its 15 th c. emergence, making it the first credible example of this valuable phenomenon. Instead, results show no evidence of attenuation and fail to support the most popular explanation: that syphilis altered to become less evident to potential mates (Knell 2004). Second and third, did overall health and biological sex (e.g., sex steroid hormones) affect the pathophysiology of syphilis? Analysis of 18 th -19 th c. skeletons and clinical and epidemiological data suggest a strong relationship between the former, particularly in regards to early life stressors, which potentially supports the Barker hypothesis. The same was not found for the latter, which contradicts a large body of 19 th -20 th c. medical knowledge and invites further study. Lastly, results demonstrate that gender, but not socioeconomic status influenced access to mercury treatments, indicating that women may have had more equitable access to treatment than documentary evidence indicates or that they pursued undocumented avenues for access to treatment. This study is the first to address the social and ecological aspects of syphilis in a large skeletal sample using multiple lines of evidence and joins a small but growing body of literature that uses skeletal evidence to elucidate the evolution and ecology of infectious disease.",0,0.0
"An assessment of health in early historic (200 B.C. To A.D. 200) inhabitants of Vat Komnou, Angkor Borei, southern Cambodia: A bioarchaeological perspective","From the growing archaeological record of mainland Southeast Asia, it is evident that the period from 500 B.C. to A.D. 500 witnessed changes in settlement patterns, subsistence strategies, landscape use, metallurgical technology, mortuary patterns, preferred prestige goods, economic industries, and trade networks. Such a dynamic socio-politico-technical environment would have had an impact on the health of inhabitants of the region, affecting men and women differentially as they adapted to changing roles. This period is known as the Early Historic Period in the Mekong Delta and the Iron Age in the rest of mainland Southeast Asia. A biocultural stress model is used to examine an Early Historic (200 B.C. to A.D. 200) human skeletal sample from Vat Komnou, Angkor Borei, Cambodia, located in the Mekong Delta, relative to two hypotheses: (1) The inhabitants of Vat Komnou are generally healthy, and (2) There are sex differences in patterns of health at Vat Komnou. Paleodemographic indicators suggest the Vat Komnou group was increasing in size, with a high fertility rate and a high childhood mortality rate. While the cause of early death is not known, those who did not succumb to childhood disease attained a fairly tall stature in adulthood, comparable to other ancient groups in the region, and much taller than modern inhabitants of Cambodia. Life expectancy at birth is 22.63 years with an estimated crude birth rate of 44 live births per 1000 people per year. Dental pathologies are consistent with a horticulture/mixed economy not overly reliant on agricultural foods. Filing of the anterior teeth, observed in four individuals, may have negatively affected oral-dental health. Sex differences in oral-dental health, indicators of anemia, and degenerative disease suggest males and females had distinct labor roles and a differential access to foods. The adult sex ratio at this site is greatly skewed towards males (48:23), an imbalance that can be attributed to sampling error, differential mortuary practices, an out-migration of adult females, or an influx of young adult males. Low rates of dental disease, linear enamel hypoplasia, trauma, and infectious disease suggest this was a healthy group of people.",0,0.0
"Depression, subjectivity, and the embodiment of suffering in urban reform China","Depression was once a rare psychiatric disorder in China. However, over the past twenty years the disease-category has come to proliferate at an astounding rate in Chinese psychiatric discourse and everyday clinical practice. For Chinese psychiatry, the importance of instating depression as a legitimate disease-category is part of a larger movement aimed at reshaping the profession largely in line with the norms and practices of the DSM-influenced global psychiatric model. If depression is to be constituted as a legitimate disease, however, Chinese psychiatry above all requires patients. Building on previous work on the medical anthropology of psychiatric disorders in China, in this dissertation I examine the extent to which urban Chinese sufferers integrate depression as a meaningful category within their local lives and daily health practices. Through an ethnographic analysis of everyday bodily emotional language, symptom presentations, and help-seeking behaviors, in the first part of this dissertation I show that, whether conceived as a mood/emotion, symptom, or disorder, and despite massive efforts at raising popular awareness, depression does not possess much cultural relevance for urban Chinese. Yet when personal suffering passes a certain threshold, and often when most other options for medical consultation and treatment have been exhausted, Chinese patients find themselves seeking care at a psychiatric clinic. Given culturally-informed interpretations of suffering that resonate little with the category of depression, in the context of inpatient and outpatient clinical interactions, patients nevertheless permit the establishment of an “ad hoc contract” with psychiatrists that allows for the temporary contextual legitimacy of depression – usually only for the purposes of treatment. Critical to an understanding of Chinese individuals’ experiences of suffering is the lived embodied process of shenti, or “body-person.” In Chinese, the word shenti denotes not simply the “body” or “body-object” as conceived in English and other western European languages. Shenti rather encompasses the life of a body-person situated within active and dynamic subjective, interpersonal, moral, and social and natural worlds. Drawing on more than two years’ ethnographic research, throughout this dissertation the concept of shenti informs my examination of Chinese interpretations of suffering and lived ontologies of emotional life and personal bodily disorder. In the second half of the dissertation, my analysis moves away from the clinical context to analyze the ways in which individuals narrate their suffering. Reading these narratives, I use the language of Lacan to demonstrate the disordered life of sufferers, whose experience frequently takes the form of an incessant dismembering of their own lived subjectivities. Dividing ethnographic materials by “generations” or “cohorts” – namely, “youth” and “middle-age” – I show how the contingencies of historical bodily, social, and economic life in contemporary urban China shape and influence subjectivities of suffering. All too often sufferers are denied any cause for hope or belief that they will ever enjoy what in Chinese cultural terms is defined as “the good life” ( xingfu ). Instead, embodied “crises of value” lead sufferers to focus only upon the likelihood of irremediable subjective failures and deep social isolation, and even – in some cases – contemplations of outright death.",0,0.0
"Cosmetic citizenship: Beauty, affect and inequality in southeastern Brazil","This dissertation examines how perceptions of beauty in Brazil reflect both the existing social inequalities and the struggles to produce a more egalitarian society. While hegemonic discourses about beauty in Brazil foster an upper-middle class, white standard, the working-class make claims to citizenship by redefining beauty according to their own affective, sensory experiences. As I see it, the affective relationship that plastic surgery patients have towards their own bodies is central to understanding why beauty is a source of social recognition in Brazil. In this dissertation, I argue that even though discourse attempts to discipline the body to perceive only the “truths” it produces, subjects reinhabit discourses through their immediate sensory experiences, opening up the political space to generate social change. In order to access this form of ""cosmetic citizenship,"" however, working-class patients undergo low-cost aesthetic surgeries in public hospitals, which are subsidized by the State and help build the national reputation of plastic surgeons. I argue that this national investment in beauty establishes personal appearance as a precondition for citizenship and inclusion in the nation. While media narratives construct beauty as a vehicle for upward mobility in Brazil, the medical discourse about beauty imagines the Brazilian population as becoming progressively homogeneous through ""miscegenation"" and surgery. These discourses depend on the raciology established by Neo-Lamarckian eugenics at the beginning of the twentieth century, and later popularized by the work of Gilberto Freyre.",0,0.0
"Supplement.4 XXVII Annual Scientific Meeting, Cuyo Biology Society. SAN LUIS - ARGENTINA",,0,0.0
"La mujer se va pa'bajo: Women's health at the intersections of nationality, class, and gender","This research utilizes an intersectionality framework to examine the complexity of social location and its effects on women’s health. By examining connections among the state, processes of globalization, and the production of health inequalities for poor women in a rural community in southern Veracruz, Mexico, the research highlights the nexus of nationality, class, and gender. Four interconnected contexts are explored: (1) women’s increasing paid and unpaid labor in the context of a poverty of resources brought on by sustained economic crisis; (2) the maintenance of reproductive labor as the responsibility of women; (3) the development of migrant “illegality” and its consequences for the well being of women who are consistently anxious about the lives of their migrant family members and the stability of remittances that sustain the household, and (4) the increasing neoliberalization of public health care that includes the heightened surveillance of women’s hygienic activities and chronic underfunding of public health resources. Using an ethnographic methodology including interviews, case studies, and participant observation, the research explores the daily lives of wives and mothers of transnational migrants as well as those women who, although they do not have migrant family members, live within the context of transnationalism because it pervades the community. In addition, all women in the research confront the inadequacy of public health services because most never have the resources to utilize private health services. The research makes three important contributions to medical anthropology and the social sciences. First, it contributes to ongoing debates concerning the potential uses of the intersectionality framework in anthropology and related social sciences. Second, it contributes to border studies by elaborating an example of productive ways that the border can be theoretically extended to include examinations of the lives of migrant family members living far from the border. Third, it critically examines a public health insurance program that has the potential to fulfill Mexico’s constitutional right to health care for all citizens and to be a model for global health care policy. By doing so, it provides a basis for future study and development of progressive health care policy in Mexico and beyond. KEYWORDS: Intersectionality, Mexico, Transnational Migration, Gender, Health Inequalities",0,0.0
"A Critical Examination and Revisioning of Minority Health Frameworks, Research Methodologies, and Intervention Models Addressing South Asian American Health Disparities","Public health focuses on promoting health and preventing disease at the population level. More recently, the enterprise of public health in the United States has emphasized the importance of understanding and eliminating disparities in health indicators among racial and ethnic minority populations. Federal surveillance systems often aggregate all ethnic groups originating from Asia into a singular category, despite tremendous diversity of cultural features, demographic characteristics, and historical patterns of migration in the United States. Moreover, mainstream institutions have deemed members of this ethnic community as a ""model minority"" and as such, not a high priority for public health and social service endeavors. This is especially true for the South Asian community—individuals with origins from Bangladesh, Bhutan, India, Nepal, Pakistan, Sri Lanka, and other areas of the Diaspora—for which a lack of attention on health prospects is evident within the field of public health. In addition, much of this positive ascription is internalized by community members and, as a result, public concern about issues of health and social inequities are often absent. This is despite evidence of disparities in adverse outcomes pertaining to cardiovascular disease, cancer, and specific forms of violence, among other disparities. With these considerations in mind, the objectives of this dissertation are to: (1) examine multilevel (e.g., social, cultural, organizational, behavioral) influences on understanding and addressing disparities of tobacco-related disease and violence among South Asians in the United States; (2) elucidate considerations for conducting health disparities research and/or implementing targeted intervention strategies among South Asian American communities; (3) assess the ability of culturally-oriented and/or community-based minority health frameworks to adequately identify and impact the health and well-being of South Asian populations in the United States. To accomplish these objectives, the dissertation is comprised of two qualitative studies which examine the cultural context of tobacco use and the organization response to specific forms of violence among South Asians in the United States. The first study elucidates unique considerations in conducting health surveillance research measuring the prevalence and impact of culturally-valued behaviors strongly associated with preventable conditions. The second study examines how organizations—individually and collectively—respond to stigmatized yet preserved patterns of behavior which have adverse health and social consequences. By focusing on existing disparities, these studies highlight directions for more nuanced research and identify multiple targets for intervention for current issues of public health concern. Concurrently, study findings provide insight into areas where contemporary minority health frameworks may benefit from critical reflection, revision, and expansion. Study results indicate that cultural values and social position are key determinants of knowledge, at-risk behavior, and preservation of normative structures associated with disproportionate indices of poor health. Situational identity and a reluctance to associate with disenfranchised minority populations seem to supersede awareness and articulation of health and social consequences related to behavior and prospects of community well-being. These patterns are pivotal in enhancing modalities of public health research and practice in understanding and addressing excess burdens of illness and injury in this rapidly-growing minority population. Moreover, public health frameworks focusing on minority populations don't often account for these unique considerations as they pertain to cultural identity, social position, and ethnic distinction. Dissertation study findings and analyses demonstrate a necessity for heightened attention to creating surveillance measures which adequately and accurately assess culturally-specific contexts of behavior. They also highlight the complexities of designing and implementing strategies—in the absence of prescriptive approaches—which target cultural norms as a primary determinant. By understanding and incorporating these considerations in research and practice, public health endeavors may achieve more success in its worthy goal of eliminating racial and ethnic disparities. Furthermore, these studies may also highlight conceptual and practical attributes which have considerable overlap with other emergent populations. Commitment to an ongoing awareness and incorporation of dynamic cultural contexts—especially among understudied populations—will enable the field of public health to truly have a significant impact on all communities which depend on its success.",0,0.0
Association of Trauma from Occlusion in the Etiology of Localized Gingival Recession in Mandibular Anterior Teeth,,0,0.0
"Mores of addiction: Alcohol, femininity, and social transformation in western Ukraine","Since the Austro-Hungarian and Tsarist eras, men’s intoxication has been deemed ‘masculine’ and women’s sobriety ‘feminine’ in western Ukraine; however, these ideologies are being rewritten to fit the new, post-socialist environment and to underscore a divergence from the Soviet past. While men are judged based on their ability to function after imbibing copious amounts of alcohol, women are explicitly expected to embody two stereotypes: the ‘Berehynia’ (a recently reformulated goddess of family and nation) and the ‘Barbie’ (a more globally-informed image). Digression from the ‘Barbie’ model is used as evidence to render public diagnoses of addiction, while the ‘Berehynia’ model underscores the sentiment that “we are not allowed to be weak.” Women are expected to be stronger than men; indeed, women are widely regarded as the carriers of morality. While men’s addiction is often met with sympathy—and linked to a presumed, inherent inability to cope with social, political and economic upheaval—addicted women are deemed to have consciously abandoned their femininity, their families, and their nation. These ideologies deeply affect the experiences of addicted people. In particular, women’s addiction is severely stigmatized, and they are extremely reluctant to “confess” and seek treatment. Based upon 14 months of ethnographic fieldwork, this thesis explores the gendered conceptualizations of ‘moral’ and ‘immoral’ that are being formulated with respect to drinking and addiction, and how these concepts inform the variety of addiction treatments that are available. In so doing, this analysis illuminates what is at stake for both the stigmatizers and stigmatized, and more specifically, the multiple ways that gender, drinking, and addiction have become implicated in constructions of the Ukrainian nation and state.",0,0.0
Pastoralism in the Early Transcaucasian Culture: The faunal remains from Sos Höyük,"This dissertation addresses the nature and extent of pastoralism in the Early Transcaucasian Culture (ETC) by examining zooarchaeological evidence from the site of Sos Höyük in Northeastern Anatolia. Animal bone data from Sos and other ETC sites in the region were integrated with settlement data and archaeological remains to address broader questions concerning pastoralism, mobile ways of life, and the vast geographic spread of the Early Transcaucasian Culture during the 3 rd millennium B.C. Over 10,000 faunal specimens from the ETC levels at Sos were analyzed in order to examine the organization of the pastoral economy from the Late Chalcolithic to the Middle Bronze Age (3500-1500 B.C.). Specifically, this research aimed to characterize the decision-making process of herders within their environmental setting and archaeological context. To explore how herding decisions were made, analysis focused on the strategies underlying productive goals, the role of herding within the overall subsistence economy, changes or continuity in patterns of animal use over time, and the degree of mobility in the pastoral system. The zooarchaeological evidence from Sos Höyük indicates that settled agro-pastoralism formed the basis of the ETC economy at the site. Herding decisions emphasized conservative, risk-averse strategies intended to maximize herd security and meet subsistence needs. Resource diversification at Sos helped create a stable subsistence base, which would have promoted sedentism at the site. The generalized, risk-averse herding economy at Sos remained largely stable for almost two millennia during a period when Northeastern Anatolia functioned as a hub of cultural interaction, connecting Transcaucasia to the Upper Euphrates and its ties to the Mesopotamian world. This research has shown that the nature of pastoralism in the Early Transcaucasian Culture is more complex and heterogeneous than previously recognized. The animal bone evidence from Sos and other ETC sites points to a diversity in pastoral activities throughout the region and indicates that herding decisions are based on a range of variables with varying degrees of archaeological visibility. Thus, the longstanding emphasis on highly mobile forms of pastoralism as a defining feature and as a mechanism for the creation and spread of the ETC must be reconsidered.",0,0.0
"Supplement.7 Xl Annual Scientific Meeting, Argentine Society of Experimental Pharmacology. TANDIL, BUENOS AIRES - ARGENTINA",,0,0.0
"Supplement.5 XXV Annual Scientific Meeting, Tucuman Biology Association. TUCUMAN - ARGENTINA",,0,0.0
Demand study for dental hygiene bachelor degree program,"The following is a study to determine if sufficient demand exists to start a Bachelor of Science and Master of Science degree program in dental hygiene through a joint agreement for completion degrees between Valencia Community College and the University of Central Florida. To accomplish this objective two survey instruments were administered to randomly selected licensed dentists and dental hygienists in the state of Florida. Dental hygienists represented the potential student base for the proposed programs, and dentists represented the potential and prospective employers of graduated students of the proposed programs. To determine demand and demand characteristics, one survey instrument was mailed to 1,000 dental hygienists who were randomly selected using SAS software from a population of N=12,066 dental hygienists actively licensed to practice in the state of Florida. This sample of hygienists was approximately 8.3% of the total population. Of the 1,000 samples, 134 (or 13.4%) were returned. Of the 134 surveys returned, 123 (n=123) were included in this study. Eleven surveys were not included because of a majority of missing data or because the respondent indicated he or she already possessed a Bachelor or Master degree. A Likert-scale questionnaire was sent to each group of actively licensed dentists and actively licensed dental hygienists from the state of Florida. Responses from dental hygienists were overwhelmingly positive towards the addition of the Bachelor of Science degree program with an online distance-learning component. Those in favor of the Bachelor of Science degree program also provided a favorable response towards adding a Master of Science degree program in dental hygiene. The dentists, as potential future employers, also showed strong support in their responses for the additional degree programs with an additional management track component and believed it would elevate the professional standards of the dental hygiene field.",0,0.0
POSTER PRESENTATIONS,"Common side effects on radical prostatectomy are erectile dysfunction, urinary incontinence, rectal injury and anal sphincter damage with fecal incontinence.\n Methodology: A research about the relative bibliography was carried out using the Cinahl, Medline basis and the combination of the words: pregnant, pregnancy, mouth hygiene, dentist and dental medicine. [...]most of the car accidents happened in the early morning, hours (01.00-6.00) mainly during the day off.",0,0.0
Physiological and psychological recovery from muscle disruption following resistance exercise: The impact of chronic stress and strain,"A large body of evidence supports the notion that chronic stress and strain may impact healing from physical trauma. However, no evidence exists to substantiate whether chronic stress impacts recovery from exercise-induced muscle damage. In this study, a group of 31 undergraduate weight-training students completed the Perceived Stress Scale (PSS), Undergraduate Stress Survey (USQ, a measure of life event stress) a series of fitness tests and then returned 5 to 10 days later for an exhaustive resistance exercise stimulus (E-RES) workout. This workout was performed on a leg press to the cadence of a metronome to ensure a strong eccentric component of exercise. Participants were monitored for 1 hour after this workout and every day for 4 days afterwards. Hierarchical Linear Modeling (HLM) multi-level growth curve analyses demonstrated that stress measures were related to recovery from maximal resistance exercise for both functional muscular (maximal isometric force, jump height, and cycling power) and psychological (perceived energy, perceived fatigue, and soreness) outcomes. Stress was not related to outcomes immediately post-workout (except maximal cycling power) after controlling for pre-workout values. Thus, the effect of stress on recovery is not likely due to magnitude of disruption from maximal exercise. After controlling for significant covariates, including fitness and percent disruption from baseline, individuals scoring a 10 on the PSS at their first visit reached baseline 288% (2.88 times) faster than individuals who scored a 19 at this same time point. There were significant moderating effects of stress on affective responses during exercise. Feeling (pleasure/displeasure), activation (arousal), muscular pain and RPE (exertion) trajectories were moderated by stress. Exploratory analyses found that stress moderated physical recovery, but not psychological recovery in the first hour after the E-RES workout. Also, stress was related to the increase in IL-1β, a pro-inflammatory cytokine, in the 48 hour period after exercise for a sub-set of participants. These findings likely have important theoretical and clinical implications for those undergoing vigorous physical activity. Those experiencing chronic loads of stress and mental strain should include more rest time to ensure proper recovery.",0,0.0
The effect of using a powered toothbrush on MCP-1 and RANTES levels in patients with gingivitis,"This pilot study investigated if a powered toothbrush significantly reduced the concentration of MCP-1 and RANTES over time in a gingivitis population, when compared to a manual toothbrush. Twenty gingivitis patients, 18-65 years of age with pocket depths ≤6mm and a minimum of 10% bleeding upon probing were enrolled. Participants were seen for 5 study visits and gingival crevicular fluid samples were collected at baseline and 24 weeks. With the exception of race (p=0.01), no statistically significant differences were found between the groups at baseline in clinical measurements, GCF levels of MCP-1 and RANTES and demographics. When comparing the treatment group to the control, no statistical differences were found between the GCF levels for MCP-1 and RANTES at baseline and 24 weeks post treatment (p=0.20 and p=0.19, respectively). Additional large sample studies are needed to determine if these findings can be confirmed.",0,0.0
"Dental hygienists' beliefs, norms, attitudes, and intentions toward treating HIV /AIDS patients","There is a great demand and need for oral health care during the course of HIV disease (HIV Costs and Services Utilization Study; Marcus et al., 2005). HIV+ patients identified three key barriers to obtaining oral health treatment: (1) beliefs and attitudes of dental health care providers (DHCPs) may have lead to their unwillingness to treat HIV/AIDS patients; (2) the existence of racial and ethnic disparities in health care in the United States, and (3) how DHCPs perceive their risk of contracting HIV. The fear and stigma associated with treating patients with HIV further compromises their access to care and their health status. Oral health conditions associated with HIV disease are frequently more severe than those of the general population, making access to both dental and medical care imperative. Plus, Florida has some of the highest numbers of HIV/AIDS patients in the nation. This study was descriptive, cross-sectional and used quantitative methods to explore the dental hygienists’ behavioral and normative beliefs, attitudes, and intentions toward treating patients with HIV/AIDS. A three-phase pilot study was conducted to assess the validity and reliability of the survey instrument. An email delivery method was used to implement the survey, and a 22% response rate was achieved ( n =219). The majority of respondents were female (96%), white (89%), married (77%), currently working (86%), and had treated HIV/AIDS patients in private practice (80%). Bivariate analysis showed that dental hygienists’ intentions toward treating HIV/AIDS patients were significantly associated with five independent variables, and binary logistic regression confirmed the significance of two of these associations. Overall, study participants indicated that they were willing to, and had positive attitudes toward, clinically treating HIV/AIDS patients; they were confident in their ability to treat them, and their normative beliefs did not hinder their intention to do so, and they did not worry about acquiring HIV in the workplace. Three recommendations were made: increase access to oral health care for HIV/AIDS patients within community settings by removing barriers to care, incorporate cultural/sensitivity training in all dental/dental hygiene school curriculums, and mandate Florida HIV/AIDS continuing education requirements every biennium for dentists and dental hygienists.",0,0.0
Infirmary services for homeless persons in Toronto: A case study,"Housing, income, and health system reforms driven by a neoliberal agenda have created unprecedented growth of Toronto's homeless population, and enhanced the complexity of their health problems and how they find and receive health care. These reforms have limited the capacity of the universal health care system to address the needs of homeless and underhoused persons, and driven the development of targeted homeless-health care services. By giving voice to the providers who bear the brunt of health care delivery for these individuals, this study enables a rich understanding of the layered meanings of these targeted services within a universal health care system. I argue that while these targeted services are characterized by innovation and sensitivity to the unique needs of the homeless population, they are under-resourced and ultimately reproduce stratifications seen in the broader health care system; the providers are unwittingly entrenching a separate tier of health care for the growing number of persons with needs not met by the universal health care system, and reinforcing the intent of reforms aiming to commodify health care. My analysis focuses on the tensions the homeless population's unique set of needs cause providers in the hospitals at the point of discharge, and those in the community agencies increasingly burdened with the responsibility to care for them. Under pressure to discharge patients, hospital-based providers struggle to release homeless patients not sick enough to justify a hospital bed, but with nowhere to go to recuperate safely. Many of these patients end up in emergency homeless shelters with aftercare needs shelter-based providers are unable or ill-equipped to provide. A Homeless Infirmary which originated at the onset of Toronto's homeless crisis in 1998 and opened about a decade later in 2007 expressly to alleviate this tension serves as a case study. Using a political-economy framework, this study describes the specific historical-cultural context in which this Infirmary emerged, and how it has developed. Though multiple sources of information are used to understand this context, in-depth interviews with both hospital- and community-based providers best illuminate how this systems-created tension plays out on the frontlines of care.",0,0.0
Tobacco control: A qualitative assessment of the perceptions and practices of nurse practitioners,"Millions of Americans use tobacco products despite the solidly established connection between tobacco use and disease. Approximately 440,000 people die each year in the U.S. of tobacco-related diseases. Evidence suggests that brief clinical interventions for tobacco-use, the 5 A’s, are effective and increase rates of smoking cessation. Little is known about the tobacco intervention strategies of nurse practitioners. This qualitative study explored the perceptions and practices of nurse practitioners in the delivery of brief clinical interventions for tobacco use. In addition, the study examined factors that may influence the provision of tobacco-use intervention. A written self-administered questionnaire with both closed and open-ended questions was mailed to each primary care nurse practitioner identified through the Alabama Board of Nursing database. Although the majority of nurse practitioner participants reported providing regular patient intervention for tobacco use, fewer than 15% of participants were regularly providing all five elements of the recommended 5 A’s construct. Study findings expanded the body of knowledge concerned with factors that either encouraged or were barriers to the provision of tobacco intervention. Findings also suggested a knowledge deficit related to current national guideline recommendations that may be reflective of a gap in the tobacco-related curricular content of nursing programs.",0,0.0
Supplement.4 First Meeting of Argentine Biology Societies. CORDOBA - ARGENTINA,,0,0.0
Effects of acculturation on Somali women's birth outcomes: Implications for healthcare policy,"Foreign birth is largely protective against infant preterm birth as noted by the ""Latina paradox"". As women acculturate to American lifestyles, this protective effect dissipates. This study investigated the effect of acculturation on Somali refugee women's birth outcomes. Results indicated that while individual factors identified to reflect acculturation changed significantly over time, changes in birth outcomes in Somali women were not attributable to these factors. Methods. Data were extracted from medical records of 584 Somali women delivering infants at a Minnesota hospital between 1993 and 2006. Independent variables included maternal factors, fertility history, pregnancy complications, health behaviors, prenatal care history and acculturation. Dependent variables were infant birthweight and gestational age. Chi-square tests, t-tests and ANOVA determined changes in like variables between two time periods (1993-1999 and 2000-2006). Bivariate analyses measured relationships between independent and dependent variables for the total sample and each time period. Structural equation modeling (SEM) then determined the fit between factors hypothesized to reflect acculturation (structural model) and the data (measurement model). Results. Significant increases noted over time include substance use/exposure (chi-square = 4.83, p = .0280), body mass index (chi-square = 4.19, p = .0406), hemoglobin levels (t = 6.96, p = .0086), gestational diabetes (chi-square = 6.0, p = .0140) and preterm birth (chi-square = 3.87, p = .0491). A significant reduction in interpreter use was noted between groups with time (chi-square = 9.47, p = .0021). Bivariate analyses showed significance between increased adequacy of prenatal care utilization and reductions in both preterm birth and gestational age. SEM results indicated a poor fit between the hypothesized model and existing data. A post hoc model limited to variables with significant bivariate analysis results indicated a moderate to good fit between the new model and available data (CFI = .985, NFI = .979, RMSEA = .067). A comparison between time periods using the post hoc model showed no differences in the cumulative factors reflecting acculturation (CFI = .996, NFI = .909, RMSEA = .016). Conclusion. Individual factors shown to reflect acculturation in foreign-born women have increased significantly in Somali women over time. While preterm births among Somali women were shown to increase significantly, the factors identified to reflect acculturation in this study were not significantly related to this change. However, the increase in maternal obesity, gestational diabetes and preterm birth are of concern among this population. Recommendations. Clinicians should prospectively collect data hypothesized to reflect acculturation associated with preterm birth and low birthweight to identify foreign-born women at increased risk of poor birth outcomes. Policy makers should support and clinicians should implement programs to provide prenatal education for Somali women aimed at reducing risk factors shown to compromise birth outcomes.",0,0.0
